,Anch_sim_1,Anch_sim_2,Anch_sim_3
0,0.2205357,0.11204618,0.5005594
1,0.31887943,0.27410945,0.45228705
2,0.28700376,0.33797368,0.63597506
3,0.15865141,0.24917926,0.15681273
4,0.27723446,0.15735453,0.57733107
5,0.29917258,0.1333899,0.5261856
6,0.22736563,0.14748617,0.53342706
7,0.19988453,0.0803872,0.12007006
8,0.38839608,0.4858445,0.41189933
9,0.29780215,0.32529986,0.20413361
10,0.12190345,0.46622646,0.2930052
11,0.11366768,0.21187583,0.09865289
12,0.5316698,0.47672755,0.30900925
13,0.48218742,0.43865708,0.15261903
14,0.530243,0.25165334,0.57658225
15,0.4048513,0.69793475,0.15278077
16,0.019298404,0.36462313,0.42519706
17,0.08665464,0.52713495,0.18188314
18,0.4330009,0.2875312,0.10703767
19,0.26464364,0.10269459,0.122916825
20,0.20989068,0.67198324,0.19486453
21,0.17038491,0.17907499,0.25949442
22,0.16105391,0.62386864,0.10387121
23,0.11374892,0.22150753,0.30198467
24,0.18650879,0.05161408,0.24242039
25,0.09432655,0.023087308,0.26125172
26,0.13836631,0.114317246,0.28128
27,0.393282,0.24197379,0.0017062176
28,0.3327655,0.5296895,0.53307235
29,0.098683044,0.22045238,0.11791835
30,0.25002897,0.07135698,0.22681443
31,0.20046276,0.111763954,0.18411112
32,0.03240366,0.43170893,0.14868858
33,0.26327637,0.20014904,0.28665066
34,0.22795145,0.28679457,0.14844087
35,0.356008,0.16877446,0.17087361
36,0.24980754,0.12506619,0.3113159
37,0.2826182,0.12183766,0.3655768
38,0.24923317,0.28860313,0.32136303
39,0.16455851,0.25074288,0.34804216
40,0.4048706,0.32110736,0.32904568
41,0.35882023,0.3129051,0.2707829
42,0.36903512,0.26742372,0.41018218
43,0.28087392,0.2582292,0.2417334
44,0.30262852,0.20079465,0.3211206
45,0.26667452,0.15730043,0.26667452
46,0.23265594,0.29995057,0.31639382
47,0.207392,0.23422556,0.28157812
48,0.27092323,0.24785867,0.20892167
49,0.2723976,0.32460326,0.23830076
50,0.26858872,0.39871666,0.186673
51,0.31000128,0.21847592,0.32693335
52,0.26813257,0.41308808,0.23178041
53,0.27400827,0.19844364,0.3360705
54,0.1336249,0.16800141,0.30098584
55,0.22562145,0.24324456,0.4114165
56,0.21259607,0.37486595,0.20506565
57,0.45323557,0.3873188,0.34451237
58,0.3489738,0.1881523,0.2172466
59,0.3488088,0.28586188,0.21354625
60,0.2930857,0.24725775,0.2847255
61,0.3112896,0.3290587,0.31208485
62,0.3073806,0.26609483,0.2653666
63,0.21011545,0.2653684,0.29832095
64,0.37960935,0.35547173,0.3018556
65,0.49813414,0.22917576,0.3177668
66,0.57582504,0.3107673,0.4839326
67,0.3063555,0.31898835,0.1977915
68,0.30719662,0.35518917,0.32536834
69,0.36387074,0.30180618,0.37783027
70,0.32003823,0.4557906,0.30973515
71,0.3390294,0.34109542,0.29555336
72,0.20688798,0.35007638,0.3646092
73,0.33901012,0.4209899,0.3369631
74,0.3526525,0.35931897,0.35102704
75,0.43551305,0.34445196,0.26151845
76,0.34128547,0.3472998,0.34882274
77,0.27839592,0.34881765,0.39964166
78,0.32806355,0.38313407,0.3330004
79,0.3872728,0.41992703,0.32835057
80,0.36456898,0.38840854,0.47379166
81,0.34665483,0.45583573,0.42447442
82,0.3943484,0.4393916,0.3943484
83,0.40556586,0.37683585,0.34843946
84,0.40681592,0.45541564,0.5313577
85,0.4368839,0.47948867,0.31012645
86,0.4546694,0.38996655,0.55410373
87,0.4560481,0.4266014,0.44257164
88,0.5274678,0.510766,0.42155632
89,0.4029104,0.41457793,0.562991
90,0.4177235,0.34677193,0.47439522
91,0.62741125,0.5176217,0.7189205
92,0.49000946,0.39095184,0.4758153
93,0.45344555,0.65322155,0.5411828
94,0.42713687,0.5746697,0.64416564
95,0.44506386,0.59491843,0.70234805
96,0.6685783,0.5532985,0.729781
97,0.48992184,0.57210517,0.65629685
98,0.51658803,0.6739548,0.6667483
99,0.7164368,0.6229062,0.7624368
100,0.5967277,0.666434,0.7792
101,0.6658327,0.5590695,0.64264756
102,0.6558218,0.8290787,0.45880005
103,0.56998396,0.56998396,0.84009874
104,0.73369956,0.7076533,0.71483505
105,0.8960723,0.69624263,0.7458739
106,0.7530325,0.79966515,0.5572663
107,0.67557925,0.7084054,0.79970676
108,0.8797691,0.4992529,0.82332176
109,0.74227923,0.86380523,0.85873944
110,0.80159813,0.8761172,0.8985259
111,0.7110783,0.70931476,0.8706709
112,0.6903325,0.787667,0.7775435
113,0.9809055,0.88821566,0.9161881
114,0.6842914,0.7989814,0.82212037
115,0.8302039,0.79087573,0.6957152
116,0.76427656,0.6845859,0.9260153
117,0.8700404,0.8113461,0.9401809
118,0.93983144,0.98353416,0.92060024
119,0.9712447,0.8916451,0.6532995
120,0.93411666,0.92403615,0.9057057
121,0.92603886,0.81461805,0.9376139
122,0.8950982,0.85159683,0.9282856
123,0.8854871,0.9362414,0.9114067
124,0.8187641,0.9534927,0.9291002
125,0.976186,0.8928032,0.9112126
126,0.95398396,0.8446923,0.92547655
127,0.7780908,0.85551155,0.9567522
128,0.83591986,0.949614,0.9716917
129,0.9615125,0.88294077,0.9758912
130,0.9638157,0.8653176,0.97418165
131,0.8257956,0.88779813,0.9913024
132,0.9757156,0.8888526,0.98656785
133,0.9369936,0.9180296,0.92251647
134,0.9820246,0.94136,0.9481592
135,0.9326301,0.9109426,0.86415535
136,0.9902913,0.9811586,0.9194903
