,Anch_sim_1,Anch_sim_2,Anch_sim_3
0,0.95913404,0.62521684,0.84855646
1,0.92191917,0.9044007,0.81803566
2,0.6126177,0.7118173,0.90098083
3,0.62694764,0.72080153,0.68803906
4,0.7441662,0.5695532,0.5454502
5,0.70028967,0.72146815,0.90600455
6,0.722634,0.4982276,0.9023164
7,0.737481,0.58576965,0.50386184
8,0.72494704,0.9381817,0.7056182
9,0.7004335,0.6392213,0.63152313
10,0.54795694,0.90727484,0.7495063
11,0.6056968,0.8552924,0.5641274
12,0.7753172,0.7555025,0.589849
13,0.576837,0.7172104,0.518987
14,0.640459,0.65028656,0.6927796
15,0.5616151,0.83583707,0.67475325
16,0.5715781,0.75647914,0.619483
17,0.64137065,0.74906296,0.5470495
18,0.7653969,0.76018834,0.71158665
19,0.6514358,0.5208873,0.3193518
20,0.694751,0.7112667,0.5095708
21,0.76535106,0.7508258,0.74838936
22,0.7929837,0.78341925,0.5763019
23,0.654566,0.72027767,0.70857924
24,0.5568845,0.7094925,0.80204463
25,0.57882684,0.45505866,0.6141318
26,0.5705179,0.6199725,0.8315301
27,0.7516338,0.7481361,0.56354046
28,0.92490995,0.5410204,0.9257429
29,0.4652558,0.62326074,0.6955498
30,0.8613137,0.45946175,0.762652
31,0.47738424,0.6067001,0.51594603
32,0.6008969,0.7839168,0.686988
33,0.7676667,0.8815955,0.7824518
34,0.79318035,0.79979104,0.7214193
35,0.8222562,0.7449738,0.85202175
36,0.82735586,0.6578575,0.9274274
37,0.9275554,0.68903035,0.9570325
38,0.849369,0.86217314,0.8536531
39,0.80253774,0.8641488,0.9404647
40,0.97114193,0.83858496,0.77976173
41,0.9439514,0.8359385,0.9494319
42,0.823598,0.7954079,0.9830587
43,0.8271543,0.7496354,0.9347452
44,0.95037794,0.78280383,0.93207616
45,0.8296992,0.86091226,0.8296992
46,0.9084806,0.9489062,0.96665615
47,0.9088499,0.9503451,0.83602375
48,0.9305111,0.9730465,0.91630656
49,0.96554625,0.9891654,0.9447042
50,0.97234327,0.9848028,0.92405385
51,0.96906024,0.9202257,0.9926536
52,0.94510514,0.9862074,0.9663335
53,0.98148894,0.9289129,0.9782313
54,0.850008,0.89066404,0.9700508
55,0.9131168,0.96420085,0.989996
56,0.95798695,0.9789299,0.94837666
57,0.95312595,0.99220693,0.98861283
58,0.99570584,0.9117472,0.951282
59,0.9826735,0.97437334,0.9363986
60,0.9558071,0.95129186,0.96577823
61,0.98847866,0.988233,0.9820763
62,0.9921669,0.9558449,0.92939126
63,0.94081813,0.97757804,0.97966886
64,0.9942556,0.9901867,0.98299044
65,0.97523236,0.95015496,0.98765016
66,0.9652558,0.98411953,0.9793654
67,0.98751533,0.98013264,0.94101155
68,0.97704804,0.9914298,0.98561907
69,0.99738646,0.97782785,0.9958502
70,0.98543894,0.97039574,0.99280816
71,0.9807259,0.98971575,0.98164284
72,0.95355827,0.997361,0.9950679
73,0.9935709,0.9884773,0.99347526
74,0.9954329,0.991943,0.9929221
75,0.9942805,0.99335325,0.9714306
76,0.9906858,0.9860686,0.9978931
77,0.97136515,0.9956427,0.99323016
78,0.9934208,0.9950167,0.99057806
79,0.9993035,0.9916854,0.9962536
80,0.9930488,0.9955723,0.9863016
81,0.9957225,0.9854345,0.99536145
82,0.99544305,0.9938599,0.99544305
83,0.99621296,0.99550784,0.99689865
84,0.9906472,0.9869661,0.9690214
85,0.9878807,0.9849032,0.99086905
86,0.9911438,0.9965301,0.95374936
87,0.98262006,0.9949216,0.99008405
88,0.95532227,0.9730026,0.99385697
89,0.9965755,0.9966048,0.9475569
90,0.9893801,0.99261683,0.98415506
91,0.915809,0.9712138,0.8679205
92,0.9797715,0.9943256,0.98434216
93,0.9902887,0.9209722,0.95863783
94,0.99108225,0.951945,0.91256076
95,0.9912406,0.9528945,0.8733233
96,0.88883924,0.96829987,0.85384184
97,0.9776596,0.95725477,0.9014153
98,0.96929485,0.9028942,0.9002612
99,0.8773227,0.9224105,0.84315795
100,0.9495238,0.8983741,0.82667524
101,0.8811644,0.9589665,0.9065093
102,0.9169864,0.7869351,0.98437923
103,0.9465332,0.9465332,0.780078
104,0.8548149,0.87290174,0.8695004
105,0.7151544,0.8645814,0.84867686
106,0.844545,0.81645733,0.9534003
107,0.8902808,0.8848797,0.82545614
108,0.7264449,0.97157687,0.78152484
109,0.84710073,0.7439645,0.75248504
110,0.7892885,0.73068964,0.68788844
111,0.8725802,0.87083423,0.7284423
112,0.87905806,0.82658315,0.8188327
113,0.44952506,0.71620226,0.6765908
114,0.88681036,0.8035162,0.7962025
115,0.7634257,0.82739437,0.88292533
116,0.82702136,0.8866973,0.6598459
117,0.72935206,0.8098605,0.6171423
118,0.6483182,0.34250605,0.65267825
119,0.4979742,0.70968753,0.90466905
120,0.6104371,0.64883655,0.68474746
121,0.6638275,0.78103644,0.6222716
122,0.71793944,0.7494386,0.64506197
123,0.7146961,0.6251816,0.66889465
124,0.7991325,0.6041942,0.61925983
125,0.5516928,0.7051345,0.67985815
126,0.6023933,0.76739174,0.6648433
127,0.8282515,0.767167,0.5839904
128,0.7833813,0.6182567,0.49236032
129,0.5537809,0.69934714,0.37218374
130,0.5886107,0.7439838,0.53504986
131,0.7863615,0.70270336,0.4447027
132,0.5363089,0.7025802,0.47094437
133,0.64039266,0.65631783,0.646286
134,0.4996197,0.6146539,0.6117819
135,0.6545261,0.68638265,0.75810844
136,0.44014102,0.52773386,0.68379694
137,0.7008972,0.5131527,0.5212199
138,0.48276845,0.71368647,0.48531157
139,0.73755014,0.70411783,0.50455415
140,0.639204,0.5858646,0.44601476
141,0.5368546,0.4962424,0.668976
142,0.59079707,0.52031326,0.7158593
143,0.75301796,0.52961016,0.5771037
144,0.5777666,0.46598473,0.6128986
145,0.3841651,0.286009,0.5011696
146,0.42149618,0.7317759,0.5875313
147,0.571808,0.65734196,0.6202816
148,0.4160035,0.5750426,0.7049732
149,0.54325616,0.5860676,0.54325616
150,0.7237541,0.4521151,0.6289155
151,0.59413093,0.4576168,0.52986366
152,0.63601947,0.4616673,0.5105694
153,0.43907684,0.4564964,0.6384437
154,0.4792998,0.7217858,0.7217858
155,0.5853426,0.3945817,0.50115865
156,0.7345285,0.4253039,0.62454975
157,0.58654857,0.47193965,0.48964903
158,0.7333746,0.563933,0.3648133
159,0.42446622,0.6012494,0.610774
160,0.2701775,0.48729485,0.683448
161,0.32739854,0.5793609,0.5510349
162,0.39338687,0.7503541,0.43848798
163,0.4246649,0.4739332,0.54965067
164,0.36982176,0.29719743,0.43981007
165,0.47328517,0.57205105,0.557285
166,0.43980405,0.38268992,0.38943693
167,0.33965734,0.3542203,0.5007869
168,0.35383624,0.49010956,0.54530054
169,0.48498034,0.5745521,0.7396372
170,0.39733684,0.46318433,0.16179548
171,0.23873705,0.3893551,0.30032393
172,0.6432625,0.14740942,0.14878441
173,0.3559458,0.34306204,0.31453252
174,0.40560243,0.2660374,0.24515052
175,0.37432587,0.24917288,0.27516347
176,0.3483656,0.33219725,0.5982936
177,0.17810531,0.40318954,0.23406367
178,0.7827365,0.45705643,0.22465761
179,0.38948017,0.40397817,0.32648426
180,0.514693,0.3682567,0.17398122
181,0.35719573,0.2884118,0.601546
182,0.42163652,0.3657437,0.32511985
183,0.18368068,0.21037039,0.33881596
184,0.3430519,0.5805184,0.43004292
185,0.28303498,0.30460295,0.34323218
186,0.43537945,0.19852053,0.4784767
187,0.49736416,0.43572924,0.34134138
188,0.19019024,0.5277391,0.5212431
189,0.32599133,0.38502026,0.37410837
190,0.34422317,0.47990435,0.37470242
191,0.35490248,0.3414122,0.24498208
192,0.47362533,0.3128334,0.11275654
193,0.7156436,0.4599346,0.28477067
194,0.34382674,0.31357333,0.4243113
195,0.55012566,0.44013202,0.3094146
196,0.564999,0.240648,0.41414207
197,0.2046986,0.31690112,0.39491704
198,0.3192019,0.25749466,0.2396156
199,0.5258271,0.25460345,0.22031017
200,0.2512149,0.22093394,0.33298358
201,0.22980654,0.62533206,0.3835424
202,0.5286879,0.25220498,0.24334046
203,0.45409736,0.255255,0.32158414
204,0.32874116,0.34738517,0.37228814
205,0.3040544,0.5175056,0.3221578
206,0.314819,0.24795818,0.23821114
207,0.2864079,0.3543719,0.33511293
208,0.2851384,0.2773026,0.23320848
209,0.26166382,0.28096032,0.42199332
210,0.31137058,0.34731266,0.28130418
211,0.24451618,0.37070477,0.47847053
212,0.28906965,0.23643938,0.24615507
213,0.33705974,0.31789237,0.3036289
214,0.23882405,0.33080968,0.2981833
215,0.42015463,0.3943011,0.35538122
216,0.29881507,0.39411902,0.3240303
217,0.42809862,0.4448479,0.2367789
218,0.28766343,0.33869496,0.24886036
219,0.28652188,0.30844924,0.31253695
220,0.24536741,0.20548894,0.18976912
221,0.29425907,0.3382595,0.33614784
222,0.32327113,0.2959318,0.34663972
223,0.28816697,0.3818081,0.29249957
224,0.24534571,0.35582477,0.3081511
225,0.28035355,0.31455833,0.47566715
226,0.29832196,0.32049456,0.32919276
227,0.41233322,0.2927424,0.2669902
228,0.24573457,0.3434862,0.35316697
229,0.3394125,0.29670927,0.30692485
230,0.31027418,0.3347063,0.33426422
231,0.33348086,0.3340164,0.2906323
232,0.3778633,0.35350037,0.2765477
233,0.31917375,0.35263947,0.3606453
234,0.3341869,0.3805197,0.538585
235,0.30928388,0.32679492,0.3279913
236,0.33711502,0.25119707,0.47389466
237,0.3702986,0.3843472,0.3195487
238,0.3573398,0.3346919,0.43145356
239,0.3764691,0.34959418,0.32973194
240,0.2911008,0.31500745,0.37743536
241,0.3699056,0.3084743,0.32286042
242,0.3289071,0.38831267,0.28981215
243,0.34507138,0.40824527,0.3073303
244,0.36284176,0.35040236,0.35908154
245,0.38207784,0.37426293,0.3196283
246,0.4397791,0.34878153,0.40951803
247,0.36324424,0.369257,0.3042631
248,0.34553322,0.35952124,0.36242914
249,0.3303217,0.33696437,0.35017335
250,0.41490212,0.32949066,0.3321987
251,0.3802108,0.38253176,0.35877937
252,0.3520108,0.41688806,0.33536202
253,0.31867963,0.30109158,0.317015
254,0.35256183,0.39513975,0.36022696
255,0.37245277,0.38239142,0.34511918
256,0.3501393,0.40513664,0.34808987
257,0.35890433,0.3593474,0.33019525
258,0.3508835,0.334878,0.35317442
259,0.5595114,0.40942574,0.3506024
260,0.254411,0.30986062,0.3631711
261,0.36857566,0.3726495,0.36661813
262,0.3658172,0.38279498,0.33026326
263,0.35496086,0.35060847,0.36654863
264,0.36781818,0.35149556,0.350115
265,0.36236838,0.35450166,0.34256542
266,0.34757063,0.39118308,0.3859446
267,0.39720947,0.3351817,0.43979302
268,0.39026198,0.38736233,0.36129993
269,0.37319902,0.348678,0.3754
270,0.3678964,0.36497,0.36354047
271,0.3423565,0.3764965,0.34762284
272,0.33388475,0.38232476,0.36447912
273,0.36963016,0.4211866,0.35435635
274,0.3709438,0.39158446,0.3709438
275,0.3871181,0.36996228,0.36911136
276,0.3813332,0.39487922,0.38907063
277,0.35996008,0.3483537,0.3765241
278,0.42784947,0.36575246,0.3509875
279,0.3894434,0.3347784,0.39150771
280,0.32956296,0.39837962,0.37318933
281,0.4019569,0.4019569,0.31402555
282,0.35680974,0.36478272,0.35615724
283,0.3304921,0.3818233,0.38294914
284,0.37976593,0.4068017,0.39730555
285,0.36378253,0.41197953,0.381253
286,0.39719608,0.3637654,0.3962033
287,0.3813441,0.39192724,0.34260538
288,0.36799586,0.39776313,0.37388426
289,0.3610183,0.39918417,0.36888206
290,0.3873554,0.37367153,0.38503066
291,0.3606011,0.38402924,0.3847239
292,0.3734482,0.3647561,0.35975823
293,0.37162435,0.35938853,0.44184697
294,0.3554097,0.38697875,0.38334215
295,0.16143873,0.3304038,0.39983475
296,0.350646,0.38052806,0.38360563
297,0.37571058,0.4233651,0.38179272
298,0.3906275,0.40521583,0.4115307
299,0.34351474,0.276606,0.41498777
300,0.36932686,0.40256765,0.35449445
301,0.33836374,0.36095873,0.4601758
302,0.3704001,0.39305377,0.3157429
303,0.3289109,0.38519105,0.36783612
304,0.35072753,0.2914605,0.33199462
305,0.38541684,0.39456928,0.3702204
306,0.37303352,0.38936827,0.32793942
307,0.35534716,0.34917504,0.33305952
308,0.34403658,0.37577593,0.3539552
309,0.33905783,0.36444432,0.37002018
310,0.39945382,0.37501338,0.32278034
311,0.31331778,0.44845325,0.31927142
312,0.48192844,0.4195991,0.27918375
313,0.36869854,0.34077737,0.4136141
314,0.391985,0.37748757,0.47103637
315,0.36997133,0.40218094,0.31770334
316,0.4033625,0.36605188,0.48026082
317,0.3947815,0.35373098,0.38093305
318,0.46248135,0.36561817,0.4649734
319,0.38338888,0.32158405,0.40952024
320,0.32196853,0.33801576,0.3400044
