,Anch_sim_1,Anch_sim_2,Anch_sim_3
0,0.9699153,0.71451414,0.81602305
1,0.92458564,0.9715,0.83874506
2,0.68618906,0.7437383,0.8155126
3,0.66766024,0.8150039,0.7586857
4,0.8155582,0.61629236,0.5360379
5,0.7110384,0.78738713,0.8388186
6,0.81593347,0.6333795,0.8295185
7,0.8330391,0.6892816,0.591323
8,0.7065924,0.89681983,0.7717062
9,0.78691,0.6886324,0.71622986
10,0.6384249,0.8881102,0.8220479
11,0.6930595,0.9269788,0.6222818
12,0.7832386,0.7421473,0.6854351
13,0.57391375,0.7011539,0.5994177
14,0.62004167,0.7374351,0.6882416
15,0.57744783,0.7672994,0.7456169
16,0.69876367,0.7763674,0.6791393
17,0.7053393,0.72193986,0.6816603
18,0.78815144,0.8067498,0.8550762
19,0.7616452,0.5781598,0.41368568
20,0.74146533,0.71046746,0.5245978
21,0.8608007,0.8033681,0.8266025
22,0.89336747,0.7827228,0.5946015
23,0.7913579,0.81589085,0.76620454
24,0.7172746,0.8047696,0.8770192
25,0.633282,0.5336804,0.6507216
26,0.6520425,0.709249,0.8680601
27,0.7703049,0.84706634,0.65599483
28,0.9728077,0.5539169,0.8786357
29,0.52847564,0.7457408,0.8269804
30,0.9392338,0.5818542,0.8041842
31,0.5468529,0.6947854,0.47904256
32,0.7102727,0.76573765,0.7211367
33,0.8137523,0.9799747,0.8755541
34,0.8822781,0.89201677,0.86531687
35,0.831926,0.8754482,0.9459339
36,0.87273055,0.7774119,0.9632619
37,0.98511595,0.8438079,0.9688487
38,0.9167618,0.9040222,0.9366124
39,0.90932477,0.9531285,0.95534617
40,0.94729185,0.92000484,0.87537843
41,0.95157486,0.9211428,0.989514
42,0.88339907,0.87895584,0.96196157
43,0.882837,0.8560453,0.9781359
44,0.983174,0.9374343,0.96035427
45,0.9386247,0.93731356,0.9386247
46,0.95572895,0.9722532,0.95991164
47,0.9705433,0.978308,0.9414262
48,0.9769649,0.97752696,0.9708472
49,0.9798427,0.9629353,0.98039263
50,0.9669129,0.9504797,0.96585196
51,0.9787544,0.98667425,0.9612786
52,0.9697206,0.9457184,0.9803162
53,0.9634679,0.99195623,0.9628567
54,0.95508575,0.947981,0.98046166
55,0.98385173,0.98146427,0.91417414
56,0.96525794,0.9361315,0.9683998
57,0.9168321,0.9531901,0.9251622
58,0.9536205,0.9719291,0.97146416
59,0.9428713,0.9502442,0.97354066
60,0.931362,0.9741022,0.9890684
61,0.9676034,0.95081604,0.9523028
62,0.9595719,0.9544829,0.95394605
63,0.9795979,0.97390664,0.9484257
64,0.9300497,0.94873935,0.9624605
65,0.88879555,0.9734832,0.9551489
66,0.8720955,0.94472027,0.88874567
67,0.9562077,0.94692576,0.97873217
68,0.96431386,0.9395497,0.95300114
69,0.9364287,0.9705633,0.93687755
70,0.9322024,0.90234846,0.9582349
71,0.9541164,0.9362977,0.9606285
72,0.97420216,0.94868183,0.95042235
73,0.94165534,0.9099704,0.9421098
74,0.9425949,0.9465676,0.95419896
75,0.9113945,0.9459998,0.9650732
76,0.9588799,0.9298207,0.94606817
77,0.97932595,0.9475484,0.93145406
78,0.9588821,0.9207724,0.9445858
79,0.9260798,0.90690845,0.94696367
80,0.92515564,0.91971225,0.89086336
81,0.938879,0.89501953,0.9191096
82,0.93010896,0.9123375,0.93010896
83,0.912994,0.9240392,0.9430616
84,0.9141653,0.8976028,0.85179627
85,0.8976832,0.88370025,0.9607056
86,0.8988863,0.9187212,0.84364057
87,0.88471323,0.9184016,0.8971562
88,0.845523,0.8687573,0.915805
89,0.9120622,0.91212034,0.8264301
90,0.9090829,0.9437672,0.8840828
91,0.79096526,0.86044514,0.7208246
92,0.87524056,0.91471887,0.88175094
93,0.90225405,0.78615284,0.8451864
94,0.90620106,0.82463604,0.77383274
95,0.90196997,0.831233,0.7352063
96,0.76091474,0.8484789,0.6986245
97,0.87747604,0.84586537,0.75360453
98,0.8571742,0.75792706,0.7693729
99,0.7392844,0.7961538,0.70066696
100,0.82661766,0.7575778,0.67296666
101,0.73299986,0.84305716,0.7624281
102,0.7869074,0.62773025,0.88411534
103,0.82365805,0.82365805,0.62845016
104,0.70122004,0.7288605,0.73642284
105,0.5561002,0.7191254,0.69555396
106,0.6896972,0.6609193,0.83228993
107,0.7591961,0.73864293,0.67797726
108,0.56292737,0.8538212,0.63209695
109,0.7071503,0.5971631,0.60249287
110,0.6339588,0.5747949,0.537553
111,0.73001534,0.72559345,0.5788947
112,0.7288372,0.6843709,0.6679814
113,0.28855723,0.56405795,0.5097315
114,0.75035745,0.64779615,0.63659424
115,0.6154587,0.6811894,0.7527195
116,0.6680826,0.7446447,0.49628544
117,0.56555694,0.6683489,0.4519376
118,0.51206195,0.21215607,0.49684775
119,0.33790585,0.5491751,0.7722203
120,0.47864679,0.4921831,0.5288263
121,0.50913584,0.6345228,0.45904025
122,0.55634904,0.5863948,0.4843441
123,0.56237626,0.46083334,0.52589655
124,0.6411472,0.44490907,0.45933208
125,0.40572557,0.5642317,0.5314459
126,0.44959974,0.62199634,0.5074467
127,0.69032955,0.6102615,0.42202848
128,0.6290336,0.45472792,0.35476038
129,0.4185617,0.5463532,0.24646473
130,0.43097186,0.60002995,0.37731147
131,0.62776625,0.5443004,0.30854616
132,0.39216635,0.55244863,0.31557423
133,0.48154277,0.4981375,0.5137028
134,0.36624572,0.45528126,0.46217072
135,0.49889138,0.5314109,0.6001936
136,0.28343406,0.38525635,0.55024534
137,0.5385632,0.3677425,0.3589255
138,0.34536526,0.5589116,0.32875317
139,0.584131,0.54150367,0.35791984
140,0.47547188,0.43693972,0.30250072
141,0.38523832,0.338179,0.52659
142,0.43464002,0.36212993,0.5685543
143,0.6065412,0.36865863,0.41401452
144,0.42233723,0.3172593,0.456025
145,0.23895812,0.16222298,0.34414712
146,0.2709566,0.58055073,0.43971226
147,0.43652126,0.49651444,0.45796368
148,0.26948297,0.41481313,0.5563996
149,0.40124094,0.42058563,0.40124094
150,0.58506644,0.3091432,0.47533193
151,0.45562163,0.33353537,0.38574517
152,0.49414688,0.31535745,0.36250785
153,0.2904748,0.30148512,0.48039702
154,0.3334119,0.57164603,0.57164603
155,0.43269315,0.25291252,0.35204765
156,0.57831216,0.2914457,0.4884154
157,0.42592606,0.3326515,0.33831003
158,0.5724703,0.39649647,0.22587089
159,0.2839537,0.47137803,0.46061134
160,0.14192386,0.3485676,0.53142804
161,0.19294536,0.41638836,0.4201859
162,0.25826663,0.60836554,0.30320662
163,0.27778366,0.34594214,0.39015844
164,0.25157115,0.17019664,0.30014834
165,0.33598125,0.41858172,0.39855018
166,0.28922233,0.24287109,0.26097533
167,0.20997615,0.2153471,0.3553342
168,0.21875902,0.3400124,0.39323032
169,0.33631358,0.43418297,0.5844146
170,0.24482551,0.31500083,0.05638379
171,0.11369396,0.26367813,0.158232
172,0.492349,0.037145942,0.041297212
173,0.2229035,0.2096969,0.18365496
174,0.26769346,0.1607535,0.13944739
175,0.24106021,0.117999025,0.15254502
176,0.20961344,0.19143838,0.45546785
177,0.06920217,0.25342336,0.11177863
178,0.66171986,0.30596492,0.09405808
179,0.27173507,0.25947636,0.18399367
