,Anch_sim_1,Anch_sim_2,Anch_sim_3
0,0.939456,0.6102519,0.8595241
1,0.9228307,0.89367956,0.8238852
2,0.61890304,0.7186477,0.923172
3,0.61988896,0.717549,0.6880417
4,0.7473575,0.5700113,0.57077116
5,0.71449816,0.7043341,0.9262906
6,0.7201148,0.49666834,0.9258948
7,0.73055726,0.57558775,0.5008984
8,0.73635817,0.9522094,0.72083914
9,0.7065318,0.6472314,0.6269007
10,0.53940195,0.9232893,0.7513204
11,0.59830755,0.84379697,0.55923885
12,0.7895797,0.7672123,0.59582293
13,0.59282947,0.7268174,0.5221045
14,0.6526306,0.6478292,0.70725363
15,0.5701704,0.86249405,0.67066664
16,0.5536872,0.75214475,0.62724036
17,0.63476074,0.7635051,0.549977
18,0.76462203,0.7660495,0.6960883
19,0.6521859,0.5244434,0.3236769
20,0.69389534,0.7240297,0.5251553
21,0.7508859,0.73849785,0.7269276
22,0.7772399,0.79914314,0.58474046
23,0.6384788,0.7142854,0.70648134
24,0.55404866,0.700155,0.79945165
25,0.5768237,0.45819518,0.6156916
26,0.569233,0.6091976,0.83187824
27,0.76325,0.7314268,0.5488086
28,0.9210512,0.5607842,0.93867075
29,0.4774686,0.6286272,0.6808485
30,0.8435796,0.45967755,0.76840335
31,0.49159962,0.6133193,0.52969056
32,0.5828284,0.80214006,0.687582
33,0.7729252,0.86176884,0.7742074
34,0.78902495,0.79770255,0.71375144
35,0.83214164,0.73126906,0.8196743
36,0.8323238,0.6486076,0.91959876
37,0.9147206,0.65979266,0.9507978
38,0.84229577,0.86692214,0.8503725
39,0.7858576,0.84591055,0.9319587
40,0.9740436,0.83453363,0.7813572
41,0.943202,0.82635945,0.9343902
42,0.82551014,0.7988002,0.9806909
43,0.81736267,0.753949,0.9108415
44,0.94252765,0.7561712,0.9314188
45,0.8175126,0.8263562,0.8175126
46,0.89612126,0.9364216,0.9613856
47,0.895369,0.9259963,0.8210262
48,0.91171813,0.9521323,0.8867294
49,0.94828516,0.97794354,0.93049103
50,0.9531662,0.9844472,0.8979883
51,0.96006006,0.89446586,0.9841098
52,0.91881996,0.9832238,0.9437289
53,0.9639037,0.9048747,0.96701616
54,0.8278803,0.8531656,0.95248187
55,0.8896511,0.9410052,0.9916302
56,0.93054754,0.9807463,0.9199959
57,0.959925,0.9849679,0.97780466
58,0.98926413,0.8783662,0.92409015
59,0.9772259,0.9573025,0.90646976
60,0.9367068,0.9242147,0.95144403
61,0.9737896,0.9787136,0.97581804
