,Anch_sim_1,Anch_sim_2,Anch_sim_3
0,0.17505527,0.3176342,0.5598298
1,0.32095984,0.2393955,0.5026448
2,0.37732422,0.41067898,0.538115
3,0.36547285,0.27799517,0.20511736
4,0.3122278,0.3073487,0.73425645
5,0.34269184,0.27808258,0.44533035
6,0.3017723,0.21970561,0.46511608
7,0.23351207,0.2592276,0.22674184
8,0.45245376,0.42406294,0.4009147
9,0.26358446,0.37370336,0.3739638
10,0.2346336,0.40574518,0.3228918
11,0.25284007,0.15566954,0.22641693
12,0.5455897,0.6005442,0.37642354
13,0.6097304,0.5773402,0.32710072
14,0.65119505,0.28392205,0.63902324
15,0.56543887,0.6471433,0.23588784
16,0.19670303,0.53898,0.3900307
17,0.07386839,0.53411597,0.24632372
18,0.59409475,0.31336778,0.13135844
19,0.33148417,0.23501313,0.2114219
20,0.32179406,0.6772362,0.30052572
21,0.17598614,0.23322845,0.3873123
22,0.18820935,0.55454946,0.14216982
23,0.11494876,0.25702664,0.30250677
24,0.2000806,0.0436209,0.22423024
25,0.12169609,0.07418038,0.4271997
26,0.18004167,0.17012966,0.22303653
27,0.43893355,0.2798845,0.11816415
28,0.27268627,0.7090457,0.49279115
29,0.17754133,0.18768607,0.089422576
30,0.23291814,0.13561878,0.18839355
31,0.23373677,0.17699276,0.24491431
32,0.19877085,0.44580927,0.129298
33,0.20305412,0.17603019,0.230748
34,0.21474367,0.2550636,0.15598668
35,0.25978765,0.17070808,0.16754426
36,0.26394776,0.12910305,0.28485158
37,0.22038145,0.17614576,0.29658845
38,0.19080792,0.22652496,0.28588298
39,0.12609246,0.21113646,0.30065328
40,0.3187307,0.25704077,0.29579705
41,0.32104883,0.28484333,0.23234396
42,0.35129178,0.22943169,0.33928874
43,0.3058554,0.23111558,0.20826833
44,0.2522376,0.19303499,0.27247608
45,0.2613814,0.16356659,0.2613814
46,0.16030696,0.25082815,0.22266534
47,0.15627289,0.18998584,0.26654878
48,0.23661609,0.20864937,0.20403087
49,0.2224354,0.2656581,0.18939278
50,0.21271032,0.3097133,0.1515785
51,0.24652742,0.18151723,0.26244915
52,0.24011418,0.32930017,0.20274882
53,0.22472638,0.17516178,0.26717815
54,0.119692855,0.16173016,0.24062508
55,0.19059004,0.2112347,0.33218044
56,0.16838789,0.29211664,0.18532206
57,0.3723921,0.315926,0.27293313
58,0.2861599,0.17250864,0.18185766
59,0.25611323,0.2156728,0.18427825
60,0.21079479,0.21381234,0.23545247
61,0.25651723,0.26606113,0.24682315
62,0.25131655,0.20677239,0.20725827
63,0.18889908,0.23060508,0.23367001
64,0.295225,0.2839238,0.2501877
65,0.41090658,0.18773028,0.2522678
66,0.48976442,0.24265674,0.39494807
67,0.24970596,0.25477195,0.17319116
68,0.23689237,0.28329995,0.26076084
69,0.2917095,0.25047615,0.303955
70,0.24341287,0.35696965,0.25058678
71,0.25884262,0.26487136,0.23343027
72,0.17772244,0.28635612,0.29194233
73,0.27432114,0.34760708,0.2706409
74,0.28540653,0.29034498,0.28193885
75,0.35378283,0.28187186,0.20842521
76,0.28878078,0.26736107,0.28340358
77,0.23581918,0.27657482,0.32333615
78,0.26977357,0.30174983,0.26143804
79,0.3176103,0.34617466,0.27392074
80,0.29774493,0.31014138,0.38580823
81,0.27889505,0.36525702,0.33729085
82,0.31720486,0.3689821,0.31720486
83,0.32963702,0.30061215,0.284868
84,0.325674,0.37971458,0.44145447
85,0.35361335,0.39513057,0.25515532
86,0.3777506,0.31621853,0.4697899
87,0.3687006,0.3375044,0.36716804
88,0.43850735,0.42453143,0.34197465
89,0.32173464,0.33511648,0.46467584
90,0.33520177,0.27494276,0.3886202
91,0.5414747,0.42594472,0.599498
92,0.41141248,0.31026733,0.38793856
93,0.36779657,0.5520529,0.46435556
94,0.34787777,0.4745517,0.5380025
95,0.3630637,0.4936292,0.60721016
96,0.57596433,0.46117097,0.6292324
97,0.4123661,0.473244,0.54207015
98,0.43459675,0.5638456,0.57025826
99,0.59153515,0.53468585,0.65659
100,0.49890932,0.5678889,0.67890656
101,0.5534491,0.4719923,0.54471904
102,0.5502694,0.7068428,0.38149288
103,0.48338875,0.48338875,0.7272374
104,0.63169366,0.60173905,0.6223852
105,0.77930474,0.59905195,0.63304985
106,0.6445488,0.6795806,0.47374502
107,0.5780108,0.58679295,0.677434
108,0.7648293,0.41206935,0.7287715
109,0.6575227,0.77140003,0.7442055
110,0.71194553,0.76699686,0.8074312
111,0.60667026,0.60480976,0.7778043
112,0.59312713,0.6816674,0.6838659
113,0.869861,0.7881987,0.7919498
114,0.5888456,0.6892667,0.6751059
115,0.7427469,0.6885743,0.5962997
116,0.6605861,0.58707345,0.81139743
117,0.7644628,0.7064414,0.8289892
118,0.814458,0.8945355,0.84324646
119,0.8982779,0.7718502,0.56131005
120,0.8783088,0.8204763,0.80611336
121,0.8111515,0.7251758,0.8280528
122,0.76950026,0.7489534,0.82244253
123,0.7910691,0.8163654,0.802041
124,0.7009554,0.82445115,0.81668025
125,0.8461283,0.7993159,0.81191266
126,0.84379095,0.7503535,0.80597746
127,0.67768633,0.73984766,0.837219
128,0.7309601,0.82257867,0.8825265
129,0.89884275,0.79399574,0.9316148
130,0.8346825,0.7462492,0.8555974
131,0.6982873,0.74188733,0.8829721
132,0.8698962,0.7367204,0.8731035
133,0.81469756,0.79168427,0.81055295
134,0.8597782,0.822825,0.8392618
135,0.79979455,0.78656113,0.7354304
136,0.8789115,0.8601747,0.8093222
137,0.7599381,0.87222475,0.83959436
138,0.8604877,0.7838655,0.85099155
139,0.73825604,0.7447815,0.8605102
140,0.8340919,0.84761906,0.83410835
141,0.8259145,0.8487775,0.800486
142,0.8374606,0.8379159,0.7773785
143,0.7616936,0.81986916,0.80811363
144,0.82993317,0.8565362,0.8071837
145,0.87633854,0.8913981,0.85330254
146,0.85949796,0.73719037,0.8584172
147,0.84579426,0.80478793,0.8191006
148,0.865294,0.8204446,0.7805212
149,0.87073326,0.80900633,0.87073326
150,0.7341725,0.872661,0.7948344
151,0.83017385,0.87704504,0.8501559
152,0.8297704,0.89894193,0.8456594
153,0.85513544,0.84008455,0.8024253
154,0.83820254,0.7453471,0.7453471
155,0.81046814,0.8672094,0.83711696
156,0.74594957,0.89926285,0.8233664
157,0.7976857,0.88214207,0.8368371
158,0.74839205,0.8129651,0.86480165
159,0.86855483,0.83606595,0.8322743
160,0.8864298,0.84723544,0.76663303
161,0.8816663,0.8250117,0.8447868
162,0.9282874,0.74970704,0.87842196
163,0.8647695,0.8723906,0.818215
164,0.89583385,0.85693127,0.8655707
165,0.8688112,0.84617394,0.841775
166,0.8504648,0.8761141,0.87961924
167,0.8912379,0.8570886,0.85857934
168,0.8736012,0.849568,0.84334147
169,0.88672835,0.82781905,0.73065865
170,0.85693705,0.8574973,0.93817586
171,0.9195772,0.879783,0.8654152
172,0.8130757,0.9325648,0.94638795
173,0.86642635,0.88707256,0.8768214
174,0.8759852,0.97646827,0.9520313
175,0.8821168,0.900359,0.9426359
176,0.8728599,0.88091135,0.8433514
177,0.94152826,0.8663746,0.9426428
178,0.69795287,0.8571393,0.8786742
179,0.92249,0.87038785,0.92853415
180,0.9448412,0.9060754,0.9427097
181,0.9780616,0.9356718,0.83542466
182,0.8634983,0.8593212,0.89858794
183,0.96307707,0.97554064,0.95200425
184,0.95847976,0.8483215,0.8632927
185,0.96158695,0.996437,0.9712466
186,0.8921068,0.9733342,0.84656096
187,0.9035064,0.8805066,0.9934742
188,0.9430829,0.8808589,0.9192265
189,0.9788781,0.9798308,0.920516
190,0.9486222,0.86141276,0.9019568
191,0.92807037,0.96289843,0.98679894
192,0.9576091,0.88838434,0.91066194
193,0.85965836,0.94205344,0.92158824
194,0.9458897,0.98800105,0.98138887
195,0.9178039,0.92790383,0.99182355
196,0.8576141,0.963148,0.9311252
197,0.98396254,0.86656606,0.9400344
198,0.96936655,0.986011,0.98082846
199,0.85954523,0.98130274,0.9517218
200,0.98605436,0.98608005,0.92326105
201,0.9733556,0.8109328,0.8901126
202,0.95597154,0.94285035,0.9767616
203,0.9639692,0.9762728,0.98487645
204,0.9863576,0.8741149,0.89210385
205,0.9558515,0.9614568,0.9904363
206,0.9811184,0.9856425,0.9435997
207,0.9897624,0.98568714,0.9890368
208,0.9913723,0.9860031,0.91108036
209,0.9905204,0.9691965,0.9837734
210,0.9935238,0.981851,0.9876916
211,0.9898081,0.98491365,0.947626
212,0.9921155,0.98505807,0.9861708
213,0.9833904,0.99741477,0.9806828
214,0.9865736,0.9915993,0.99112546
215,0.9740162,0.9473517,0.96341884
216,0.99109447,0.95154727,0.991266
217,0.97818017,0.9780189,0.9817007
218,0.9937568,0.96106374,0.9861888
219,0.95456094,0.9939354,0.9864041
220,0.980056,0.9727665,0.92210686
221,0.9851381,0.98351675,0.98179436
222,0.992048,0.98707026,0.9713398
223,0.99149954,0.96483517,0.9655865
224,0.98369485,0.9657015,0.96600866
225,0.9850298,0.9919644,0.8770092
226,0.99721444,0.99241334,0.99035066
227,0.9872204,0.99467343,0.9919571
228,0.99558234,0.9920652,0.9837192
229,0.98499095,0.9900502,0.99452895
230,0.98974025,0.97093904,0.97427475
231,0.97566986,0.98351014,0.9840893
232,0.9892185,0.9416509,0.99250895
233,0.9848041,0.99150985,0.9882649
234,0.9715455,0.9581063,0.9432775
235,0.9846143,0.9911502,0.96270984
236,0.98019314,0.9529432,0.96819085
237,0.96107686,0.95173633,0.98727965
238,0.95670134,0.9678619,0.9859508
239,0.95424616,0.96753144,0.97808325
240,0.9933499,0.9708133,0.9687431
241,0.9647619,0.98319453,0.9923983
242,0.968776,0.9852489,0.9939665
243,0.96047366,0.9877719,0.9900338
244,0.9483298,0.9722616,0.93678135
245,0.96911955,0.959613,0.9645111
246,0.9768907,0.98333484,0.9878091
247,0.9944917,0.9553331,0.9948328
248,0.97110635,0.9525382,0.97950226
249,0.9702929,0.9677901,0.97784567
250,0.93314886,0.97536963,0.9642022
251,0.9235651,0.91834867,0.9340545
252,0.94477844,0.9765999,0.97601384
253,0.9673871,0.9846784,0.99537826
254,0.9186055,0.91184825,0.9438884
255,0.9215559,0.9242974,0.9430545
256,0.94287306,0.9454304,0.9792375
257,0.9686719,0.9473347,0.96095085
258,0.9678304,0.98985124,0.9576451
259,0.93957144,0.9280836,0.9509081
260,0.98200345,0.9671817,0.9492777
261,0.93397206,0.95368546,0.9368281
